,0,1
0,0.265884734320752,-2.0785555967472713
1,-1.3950349889518971,-3.7183146877225717
2,-4.9680192822957085,4.158510821769527
3,8.430072544727139,1.7966972422572405
4,8.430072544727153,1.7966972422572374
5,8.430072544727153,1.7966972422572076
6,-1.3950349889517923,-3.718314687722515
7,-4.968019282295646,4.158510821769493
8,-1.3614438039624361,-3.9404737169784165
9,-4.968019282295672,4.158510821769662
10,-2.774383956447844,-3.636738523840993
11,-1.3950349889517206,-3.718314687722623
12,-4.051874841923385,-2.97750749094299
13,-2.0854757946036813,-4.283306701371458
14,-1.3950349889516431,-3.7183146877224473
15,-4.968019282295632,4.158510821769601
16,-1.3950349889517353,-3.7183146877223607
17,-4.968019282295752,4.158510821769513
18,-1.3950349889517608,-3.7183146877224513
19,-1.3950349889517044,-3.718314687722544
20,8.430072544727,1.7966972422570673
21,-4.96801928229572,4.158510821769466
22,-2.016370660449728,-4.875977005867515
23,8.430072544727086,1.7966972422572383
24,-4.968019282295746,4.158510821769454
25,2.633565738685838,-0.7169848206038094
26,1.5276644611139116,-3.10555962450414
27,-1.3950349889518794,-3.7183146877226028
28,-5.159107780062465,1.2379640470617064
29,-4.968019282295817,4.158510821769543
30,-3.8954122208986033,2.377497011140741
31,-1.395034988951764,-3.7183146877224083
32,-1.3950349889517026,-3.7183146877224917
33,-4.968019282295692,4.158510821769639
34,8.430072544727073,1.796697242257229
35,8.430072544727123,1.7966972422570815
36,-1.395034988951679,-3.7183146877223767
37,-1.3950349889517601,-3.71831468772244
38,-2.6554441190818716,4.5455549676514
39,-4.446161273667494,1.7230741144193082
40,-4.968019282295664,4.158510821769617
41,-4.968019282295755,4.158510821769498
42,-4.237971601631465,5.3037460572130115
43,8.744973204303214,1.261465618396918
44,-4.968019282295748,4.158510821769571
45,8.43007254472718,1.7966972422572356
46,-1.3950349889517524,-3.7183146877224393
47,-6.447051719615923,2.0759445589096464
48,-1.3950349889516822,-3.718314687722393
49,-4.968019282295713,4.158510821769513
50,-4.968019282295678,4.158510821769662
51,8.430072544727121,1.7966972422572818
52,8.430072544727238,1.796697242257237
53,-4.968019282295693,4.1585108217694575
54,-1.3950349889516729,-3.718314687722423
55,-1.3950349889518625,-3.71831468772252
56,-4.968019282295781,4.1585108217695606
57,8.430072544727118,1.7966972422572063
58,-4.96801928229581,4.158510821769644
59,8.430072544727139,1.796697242257193
60,8.430072544726963,1.7966972422573146
61,-1.395034988951737,-3.7183146877224065
62,8.430072544727048,1.7966972422572436
63,-1.39503498895127,-3.718314687722458
64,-3.9774832199219974,2.634215983300128
65,-4.9680192822957245,4.158510821769461
66,-4.968019282295687,4.158510821769555
67,-1.3950349889518163,-3.7183146877224047
68,-3.1815271356237673,0.22009806702349266
69,-5.052675224172276,1.2057827174706546
70,8.430072544727146,1.7966972422572223
71,-4.968019282295674,4.158510821769594
72,-3.1689857836571127,-3.200152024203584
73,-0.6119551865536863,-1.926311822251597
74,-2.0630421394345873,-3.5566547381629867
75,8.430072544727164,1.7966972422572383
76,-4.968019282295746,4.158510821769631
77,-4.968019282295706,4.1585108217695215
78,8.43007254472706,1.796697242257216
79,6.296341432943299,2.1558538723152334
80,8.430072544727187,1.7966972422571317
81,-3.489259138956853,-3.4010094106806195
82,10.394587412973612,2.9115910586373555
83,-5.504847896929953,3.2584867003322198
84,-1.3950349889518372,-3.7183146877225344
85,-1.3950349889517715,-3.7183146877225344
86,-4.968019282295509,4.158510821769534
87,-1.3950349889518239,-3.7183146877224957
88,-5.561618659114885,4.979413734627041
89,-4.968019282295735,4.158510821769653
90,8.43007254472704,1.796697242257281
91,-1.395034988951827,-3.7183146877225504
92,-4.968019282295687,4.158510821769504
