,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.02835557762349213,-0.02734298545112536,-0.04340830396872157,0.04648308298102204,0.042633929124957066,-0.0426843593811911,-0.013112807983900137,-0.015543724769363845,0.05224229829020998,-0.019761047833372992,0.05696397105374215,-0.02385946749980785,0.021968612158744242,-0.021171355291346634,0.05802695251965558,-0.03689006590912804,-0.0587653593144352,0.005255332334881982,-0.0034947051745074283,-0.046744362694702474
1,-0.027613933739293148,-0.02325340105829909,0.015664110684286192,0.035161895165755845,0.07307681615382906,-0.0046809333995423905,-0.03398690845804012,0.013165890922578423,-0.021408259581275468,0.019342934240009494,-0.046241560760710516,-0.023640455817746535,0.011998080598475047,-0.03836092114949938,-0.04471103360109293,-0.018649034129253117,-0.027627774343147612,-0.02562756976653819,-0.02654129712463072,0.010642706638881156
2,-0.007113675243516244,-0.03060921115382065,-0.016997745472976084,0.021179643418655903,0.008781976373846721,-0.022955120342800405,-0.030152046453566523,0.010712766621246766,-0.030341662737779683,0.02142329741490774,0.032673900481862056,-0.043951270446941,0.012793394907174124,-0.04672723760115515,-0.0038320132866611935,-0.05990524314901985,0.032910810986960935,0.05163625334499154,-0.013341243550531864,0.038275462602169984
3,-0.03678555965007831,0.023975158139535043,0.04251249007647015,0.0568613052661448,0.02784342707908705,0.06204802539478738,-0.019043075086115715,-0.031062264205867957,0.020103425180963384,0.010609396320962014,-0.04129828527620184,0.05193707809938511,-0.022420808790933097,0.05013229307468144,0.07146453618343088,-0.007935331391917046,0.009238545814370181,-0.0294483433968963,-0.05066488303717482,-0.0008385015098066785
4,-0.062031936042145346,0.03162945429179241,-0.0083108517350929,0.04673500533187127,0.008590499699106411,0.01891273143255494,-0.027660786443077175,-0.029437239654413146,-0.048228552144534476,0.014633460698058818,-0.005416498552886371,-0.04687407653480322,0.034070904887914435,-0.0028460691092990847,0.01269438439394752,0.041272191601056905,0.03483017229449934,-0.020116054364829366,0.007270389619711542,0.012543670941307717
5,-0.053325764250539094,-0.0020307439999005562,-0.04115569039802725,0.023337207854414812,0.040463162078357325,-0.05542062050204515,-0.009742172887613336,0.021081814697036412,0.0034874353134429848,-0.04961156243703583,0.01772850107462967,-0.03319567790351843,-0.03499865763771942,-0.0027605568899044695,0.03377803686588611,-0.04578917423809027,-0.061564218641365014,0.029052397343442567,-0.03464121237985253,0.015456098082907788
6,0.008333538492905884,-0.024910486200604817,-0.03944107974825807,-0.05265362252774176,0.02080627414492308,0.051511242745133225,-0.029135780302139758,-0.04287116853228472,-0.06359012039731071,-0.04725207241283582,0.003095574331170394,0.01619138489563562,-0.045550122936027226,-0.039838708088205145,-0.029098172594681324,0.028434197187554303,-0.018543809385955717,0.03053660353407005,0.01519275945372857,0.04184675416817057
7,0.029286387366622944,0.05010597261765302,0.015622263793237267,-0.03490819575331309,0.01632789950670094,0.029728472970974737,-0.029703935722537007,0.03944148606443939,-0.017102011345821847,-0.017677776102713913,0.043844284367542424,-0.042404838127759824,0.061530075296667215,0.042536558438163674,-0.04078106721723336,-0.03248360631668308,0.006702684436278647,0.01990920224565953,-0.02269395865925947,0.015822946600540802
8,-0.04992429193626904,0.018014814339303215,-0.03536550478881305,0.004253099991699453,-0.003877432236661856,0.046899021433816794,0.04116824167197429,-0.029670075200746313,0.009812619107027246,0.029989794889486512,0.030920019930404437,-0.0019118709207021516,-0.01650922502193707,-0.04964646119832403,0.05499076275992569,-0.010639779496513613,0.0361411895141962,0.055034470793537536,0.02545042511610991,-0.028869970461218027
9,0.007462086114486637,0.04302123477851309,-0.013533850260386858,0.0012082835421957914,0.029760145519879738,-0.026950204107418208,-0.011769806457090946,-0.03397484773464705,-0.05110993980343226,-0.011011129164186048,-0.05219524675816914,-0.046883993614728434,-0.04397353069592895,0.037110089482024,0.02690533563485605,-0.01755395886617842,-0.019631864640738038,0.030640716967901008,0.008458439270772358,0.023117427329177587
